Venue,Address,Suburb,Date,Time,Alert,Lon,Lat,HealthAdviceHTML,Last updated date
Mascot Central Shopping Precinct,Etherden Walk,Mascot,Tuesday 22 June 2021,All day,Monitor for symptoms,151.18565928119,-33.9227641965624,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Wednesday 23 June 2021
TAFE NSW Meadowbank Campus,See Street,Meadowbank,Wednesday 16 June 2021,8:40am to 5:20pm,Monitor for symptoms,151.09183791135,-33.8140711273864,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Wednesday 23 June 2021
Parramatta Westfield,159-175 Church Street,Parramatta,Wednesday 23 June 2021,11:45am to 12:20pm,Monitor for symptoms,151.001591326997,-33.8169592557788,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 25 June 2021
Transport NSW Training Centre (Concierge entry section),2 Trafalgar Street,Petersham,Monday 21 June 2021,4pm to 4:10pm,Monitor for symptoms,151.154086471466,-33.8944637671405,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Wednesday 23 June 2021
Royal Randwick Shopping Centre,73 Belmore Road,Randwick,Monday 21 June 2021,2pm to 3pm,Monitor for symptoms,151.240494023985,-33.9146403836123,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 25 June 2021
Rouse Hill Town Centre,Corner of Windsor Road and White Hart Drive,Rouse Hill,Monday 21 June 2021,11am to 11:30am,Monitor for symptoms,150.925673279861,-33.6913285728501,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 25 June 2021
Club Marconi gaming area,121-133 Praire Vale Road,Bossley Park,Saturday 26 June 2021,10:30am to 6pm,Get tested immediately and self-isolate for 14 days,150.880741646421,-33.8644560442089,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 01 July 2021
Fitness First Bondi Junction Spring Street,110 Spring Street,Bondi Junction,Friday 25 June 2021,6am to 7:10am,Get tested immediately and self-isolate until you receive further advice,151.249678569522,-33.8922957344306,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 01 July 2021
Club Marconi anywhere in the club apart from the gaming area,121-133 Praire Vale Road,Bossley Park,Saturday 26 June 2021,10:30am to 6pm,Get tested immediately. Self-isolate until you get a negative result.,150.880741646421,-33.8644560442089,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Officeworks Five Dock ,213 Parramatta Road,Five Dock,Monday 28 June 2021,4:20pm to 5pm,Get tested immediately. Self-isolate until you get a negative result.,151.113659366532,-33.8692510879575,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Des Renford Swimming Pool ,Jersey Road and Robey Street,Maroubra,Friday 25 June 2021,10:45am to 12pm,Get tested immediately and self-isolate until you receive further advice,151.238943778621,-33.9502702685414,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 01 July 2021
Footlocker Westfield Burwood,100 Burwood Road,Burwood,Saturday 26 June 2021,4:45pm to 5:20pm,Get tested immediately and self-isolate for 14 days,151.104590180502,-33.8738969219152,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 01 July 2021
The Counter Cafe,96 Audley Street,Petersham,Sunday 27 June 2021,11:25am to 11:40am,Get tested immediately and self-isolate for 14 days,151.153969009122,-33.8953260520075,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 01 July 2021
Chemist Warehouse Bondi Junction,133-135 Oxford Street,Bondi Junction,Friday 25 June 2021,7:50am to 8:05am,Get tested immediately. Self-isolate until you get a negative result.,151.247632757374,-33.8920912550139,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Kmart Westfield Burwood,100 Burwood Road,Burwood,Saturday 26 June 2021,4:45pm to 5:20pm,Get tested immediately. Self-isolate until you get a negative result.,151.104590180502,-33.8738969219152,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Sushi Hub Kiosk Westfield Burwood,100 Burwood Road,Burwood,Saturday 26 June 2021,4:45pm to 5:20pm,Get tested immediately. Self-isolate until you get a negative result.,151.104590180502,-33.8738969219152,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Adams Apple Westfield Hurstville,"Ground Floor Westfield Hurstville, 276 Forest Road",Hurstville,Friday 25 June 2021,10:45am to 11:30am,Get tested immediately and self-isolate for 14 days,151.105123379169,-33.9659754062017,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 01 July 2021
Westfield Hurstville,276 Forest Road,Hurstville,Friday 25 June 2021,10am to 11:30am,Get tested immediately. Self-isolate until you get a negative result.,151.105123379169,-33.9659754062017,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Novotel Manly,55 N Steyne,Manly,Saturday 26 June 2021,12am to 12pm,Get tested immediately. Self-isolate until you get a negative result.,151.287254684067,-33.795099539381,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Auburn Central Shopping Centre,Harrow Road and Queen Street,Auburn,Monday 28 June 2021,All day,Get tested immediately. Self-isolate until you get a negative result.,151.032171095247,-33.8504466464891,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Cafe Bones,1 Canal Road,Leichhardt,Saturday 26 June 2021,2:45pm to 3:10pm,Get tested immediately and self-isolate for 14 days,151.147488295471,-33.8780628143188,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 01 July 2021
